Hugo_Symbol,ensembl_gene_id,start_position,end_position,strand,transcript_count,percentage_gene_gc_content,gene_biotype
TSC22D2,ENSG00000196428,150408335,150466431,1,6,36.52,protein_coding
TSC22D3,ENSG00000157514,107713221,107777342,-1,17,48.75,protein_coding
TSC22D4,ENSG00000166925,100463359,100479279,-1,6,58.03,protein_coding
TSEN15,ENSG00000198860,184051651,184123978,1,20,38.96,protein_coding
TSEN15P1,ENSG00000230865,17456427,17457259,1,1,49.94,processed_pseudogene
TSEN15P2,ENSG00000230604,51859778,51860135,1,1,41.9,processed_pseudogene
TSEN15P3,ENSG00000234922,25265924,25266290,-1,1,51.77,processed_pseudogene
TSEN2,ENSG00000154743,12484432,12539623,1,11,43.16,protein_coding
TSEN2P1,ENSG00000251174,175494614,175496000,1,1,48.02,processed_pseudogene
TSEN34,"ENSG00000278605, ENSG00000278622, ENSG00000274129, ENSG00000170892, ENSG00000274078, ENSG00000275165, ENSG00000278712, ENSG00000274672, ENSG00000274796, ENSG00000273896","54190536, 54190368, 54190535, 54189938, 54190866","54194332, 54194965, 54195132, 54194536, 54195141",1,"6, 7, 3","59.78, 55.98, 55.95, 55.29",protein_coding
TSEN54,ENSG00000182173,75516060,75524739,1,11,54.69,protein_coding
TSFM,ENSG00000123297,57782589,57808071,1,10,44.22,protein_coding
TSG101,ENSG00000074319,18468336,18527232,-1,12,39.7,protein_coding
TSGA10,ENSG00000135951,98997261,99154964,-1,19,37.63,protein_coding
TSGA10IP,ENSG00000175513,65945445,65959963,1,5,51.57,protein_coding
TSGA13,ENSG00000213265,130668648,130687432,-1,4,42.84,protein_coding
TSHB,ENSG00000134200,115029824,115034309,1,2,33.91,protein_coding
TSHR,ENSG00000165409,80954989,81146302,1,12,38.85,protein_coding
TSHZ1,ENSG00000179981,75210755,75289950,1,5,44.58,protein_coding
TSHZ2,ENSG00000182463,52972407,53495330,1,5,42.02,protein_coding
TSHZ3,ENSG00000121297,31274945,31349547,-1,3,46.88,protein_coding
TSIX,ENSG00000270641,73792205,73829231,1,1,40.64,lincRNA
TSKS,ENSG00000126467,49739753,49763330,-1,3,51.36,protein_coding
TSKU,ENSG00000182704,76782251,76798154,1,5,55.35,protein_coding
TSLP,ENSG00000145777,111070062,111078024,1,3,43.11,protein_coding
TSN,ENSG00000211460,121737103,121767853,1,12,44,protein_coding
TSNARE1,ENSG00000171045,142212080,142403240,-1,8,55.7,protein_coding
TSNAX,ENSG00000116918,231528653,231566524,1,5,37.66,protein_coding
TSNAX-DISC1,ENSG00000270106,231528653,231819244,1,8,41.64,protein_coding
TSNAXIP1,ENSG00000102904,67806765,67832148,1,16,52.87,protein_coding
TSPAN1,ENSG00000117472,46175073,46185958,1,9,50.69,protein_coding
TSPAN10,ENSG00000182612,81637171,81648749,1,5,55.78,protein_coding
TSPAN11,ENSG00000110900,30926428,30996599,1,4,51.34,protein_coding
TSPAN12,ENSG00000106025,120787320,120858402,-1,7,37.17,protein_coding
TSPAN13,ENSG00000106537,16753535,16784536,1,2,39.23,protein_coding
TSPAN14,ENSG00000108219,80454166,80533123,1,10,49.31,protein_coding
TSPAN15,ENSG00000099282,69451473,69507669,1,8,51.44,protein_coding
TSPAN16,ENSG00000130167,11296139,11326996,1,6,48.68,protein_coding
TSPAN17,ENSG00000048140,176647387,176659054,1,9,58.7,protein_coding
TSPAN18,ENSG00000157570,44726465,44932421,1,13,50.12,protein_coding
TSPAN19,ENSG00000231738,85014311,85036277,-1,8,34.17,protein_coding
TSPAN2,ENSG00000134198,115048011,115089500,-1,4,43.44,protein_coding
TSPAN3,ENSG00000140391,77041404,77083984,-1,10,41.92,protein_coding
TSPAN31,ENSG00000135452,57738013,57750211,1,14,51.32,protein_coding
TSPAN32,ENSG00000064201,2301997,2318200,1,17,63.03,protein_coding
TSPAN33,ENSG00000158457,129144892,129169697,1,4,48.14,protein_coding
TSPAN4,ENSG00000214063,842808,867116,1,20,65.01,protein_coding
TSPAN5,ENSG00000168785,98470367,98658629,-1,10,41.93,protein_coding
TSPAN6,ENSG00000000003,100627109,100639991,-1,5,40.4,protein_coding
TSPAN7,ENSG00000156298,38561370,38688920,1,8,39.6,protein_coding
TSPAN8,ENSG00000127324,71125085,71441898,-1,7,37.02,protein_coding
TSPAN9,ENSG00000011105,3077355,3286564,1,9,52.13,protein_coding
TSPAN9-IT1,ENSG00000256197,3149797,3151476,1,1,50.71,sense_intronic
TSPEAR,ENSG00000175894,44497892,44711580,-1,4,50.12,protein_coding
TSPEAR-AS1,ENSG00000235890,44506807,44516575,1,2,58.67,antisense
TSPEAR-AS2,ENSG00000182912,44517216,44525952,1,3,54.53,antisense
TSPO,ENSG00000100300,43151514,43163242,1,6,57.81,protein_coding
TSPO2,ENSG00000112212,41042554,41044337,1,3,56.22,protein_coding
TSPOAP1,ENSG00000005379,58301228,58328760,-1,11,57.84,protein_coding
TSPOAP1-AS1,ENSG00000265148,58325450,58415766,1,11,46.08,antisense
TSPY1,ENSG00000258992,9466955,9469748,1,2,53.44,protein_coding
TSPY10,ENSG00000236424,9527880,9530682,1,4,53.34,protein_coding
TSPY11P,ENSG00000238235,6266593,6269275,1,1,50.47,unprocessed_pseudogene
TSPY12P,ENSG00000236435,7687739,7689548,-1,1,51.44,unprocessed_pseudogene
TSPY13P,ENSG00000187657,9905595,9908139,-1,1,51.2,unprocessed_pseudogene
TSPY14P,ENSG00000169849,21468158,21470683,1,1,50.67,unprocessed_pseudogene
TSPY15P,ENSG00000236786,9548108,9550681,1,1,52.29,unprocessed_pseudogene
TSPY16P,ENSG00000226223,9640249,9640716,-1,1,64.1,unprocessed_pseudogene
TSPY17P,ENSG00000232620,6520463,6520929,1,1,64.45,unprocessed_pseudogene
TSPY18P,ENSG00000231874,9869664,9870781,1,1,55.28,unprocessed_pseudogene
TSPY19P,ENSG00000234583,6303957,6305074,-1,1,55.19,unprocessed_pseudogene
TSPY2,ENSG00000168757,6246223,6249019,1,5,53.2,protein_coding
TSPY20P,ENSG00000243643,10036195,10038375,1,1,58.32,unprocessed_pseudogene
TSPY21P,ENSG00000237902,22400403,22402568,-1,1,58.82,unprocessed_pseudogene
TSPY22P,ENSG00000229940,22305925,22307951,-1,1,59.94,unprocessed_pseudogene
TSPY23P,ENSG00000229159,22183850,22186021,1,1,58.79,unprocessed_pseudogene
TSPY24P,ENSG00000215601,8280198,8282209,1,1,56.86,unprocessed_pseudogene
TSPY25P,ENSG00000234110,9624183,9626352,1,1,57.37,unprocessed_pseudogene
TSPY26P,ENSG00000235217,32186477,32190527,-1,2,55.99,transcribed_processed_pseudogene
TSPY3,ENSG00000228927,9398421,9401223,1,5,53.26,protein_coding
TSPY4,ENSG00000233803,9337464,9340284,1,5,53.35,protein_coding
TSPY5P,ENSG00000225685,10066554,10069151,-1,2,49.11,transcribed_unprocessed_pseudogene
TSPY6P,ENSG00000270073,9507596,9510175,1,1,53.99,unprocessed_pseudogene
TSPY7P,ENSG00000188656,9378122,9380871,1,1,52.87,unprocessed_pseudogene
TSPY8,ENSG00000229549,9357797,9360599,1,5,53.23,protein_coding
TSPY9P,ENSG00000238074,9487313,9489893,1,1,53.93,unprocessed_pseudogene
TSPYL1,ENSG00000189241,116276578,116279903,-1,1,48.02,protein_coding
TSPYL2,ENSG00000184205,53082367,53088540,1,6,52.46,protein_coding
TSPYL4,ENSG00000187189,116249961,116254140,-1,1,47.75,protein_coding
TSPYL5,ENSG00000180543,97273474,97277964,-1,1,49.7,protein_coding
TSPYL6,ENSG00000178021,54253184,54256272,-1,1,48.92,protein_coding
TSR1,ENSG00000167721,2322503,2337507,-1,5,45.82,protein_coding
TSR2,ENSG00000158526,54440401,54445487,1,1,47.57,protein_coding
TSR3,ENSG00000007520,1349240,1351911,-1,2,62.57,protein_coding
TSSC2,ENSG00000223756,3380961,3408978,1,6,48.64,transcribed_unprocessed_pseudogene
TSSC4,ENSG00000184281,2400488,2403878,1,10,62.64,protein_coding
TSSK1A,ENSG00000231086,19124879,19125646,1,1,57.03,unitary_pseudogene
TSSK1B,ENSG00000212122,113432554,113435031,-1,1,52.38,protein_coding
TSSK2,ENSG00000206203,19130808,19132623,1,1,58.2,protein_coding
TSSK3,ENSG00000162526,32351521,32364312,1,4,54.7,protein_coding
TSSK4,"ENSG00000139908, ENSG00000285140","24205697, 24205696","24208362, 24208361",1,7,50.38,protein_coding
TSSK5P,ENSG00000227473,144141214,144143664,-1,1,62.83,unitary_pseudogene
TSSK6,ENSG00000178093,19512418,19515685,-1,3,59.09,protein_coding
TST,ENSG00000128311,37010859,37020183,-1,4,57.04,protein_coding
TSTA3,"ENSG00000278243, ENSG00000104522",143612618,143618048,-1,16,65.11,protein_coding
TSTD1,ENSG00000215845,161037631,161038990,-1,7,60.15,protein_coding
TSTD2,ENSG00000136925,97600080,97633575,-1,6,42.44,protein_coding
TSTD3,ENSG00000228439,99520693,99531918,1,2,40.48,protein_coding
TTBK1,ENSG00000146216,43243680,43288259,1,2,56.12,protein_coding
TTBK2,ENSG00000128881,42738734,42920809,-1,8,39.87,protein_coding
TTC1,ENSG00000113312,160009113,160065543,1,5,41.36,protein_coding
TTC12,ENSG00000149292,113314529,113383544,1,22,43.07,protein_coding
TTC13,ENSG00000143643,230906243,230978875,-1,9,39.73,protein_coding
TTC14,ENSG00000163728,180602130,180617828,1,11,35.13,protein_coding
TTC16,ENSG00000167094,127716066,127731600,1,3,56.5,protein_coding
TTC17,ENSG00000052841,43358932,43494933,1,15,37.89,protein_coding
TTC19,ENSG00000011295,15999380,16045015,1,10,41.07,protein_coding
TTC21A,ENSG00000168026,39107704,39138903,1,18,49.23,protein_coding
TTC21B,ENSG00000123607,165857475,165953843,-1,8,36.17,protein_coding
TTC21B-AS1,ENSG00000224490,165933857,165949891,1,3,35.15,processed_transcript
TTC22,ENSG00000006555,54779712,54801267,-1,5,52.26,protein_coding
TTC23,ENSG00000103852,99136323,99251223,-1,19,41.8,protein_coding
TTC23L,ENSG00000205838,34838833,34899456,1,9,39.96,protein_coding
TTC24,ENSG00000187862,156579727,156586770,1,6,55.15,protein_coding
TTC25,ENSG00000204815,41930635,41965651,1,4,50.27,protein_coding
TTC26,ENSG00000105948,139133744,139191986,1,10,38.13,protein_coding
TTC27,ENSG00000018699,32628032,32821051,1,7,39.46,protein_coding
TTC28,ENSG00000100154,27978014,28679865,-1,8,39.91,protein_coding
TTC28-AS1,ENSG00000235954,27919376,28008581,1,21,43.33,processed_transcript
TTC29,ENSG00000137473,146706638,146945882,-1,9,36.5,protein_coding
TTC3,ENSG00000182670,37073226,37203112,1,25,38.7,protein_coding
TTC3-AS1,ENSG00000228677,37187666,37193926,-1,1,39.27,antisense
TTC30A,ENSG00000197557,177612992,177618966,-1,1,39.41,protein_coding
TTC30B,ENSG00000196659,177548998,177553014,-1,1,43.32,protein_coding
TTC31,ENSG00000115282,74483073,74494886,1,13,50.85,protein_coding
TTC32,ENSG00000183891,19896643,19901986,-1,4,39.39,protein_coding
TTC33,ENSG00000113638,40512333,40755975,-1,7,38.63,protein_coding
TTC34,"ENSG00000215912, ENSG00000275571","2635976, 2635571","2801717, 2801699",-1,"2, 3","59.48, 60.14",protein_coding
TTC36,ENSG00000172425,118527472,118531197,1,3,53.95,protein_coding
TTC37,ENSG00000198677,95461755,95555007,-1,16,35.57,protein_coding
TTC38,ENSG00000075234,46267961,46294008,1,7,54.16,protein_coding
TTC39A,ENSG00000085831,51287258,51345116,-1,18,51.4,protein_coding
TTC39A-AS1,ENSG00000261664,51329654,51335324,1,2,53.68,antisense
TTC39B,ENSG00000155158,15163622,15307360,-1,9,40.09,protein_coding
TTC39C,ENSG00000168234,23992773,24135610,1,10,41.64,protein_coding
TTC39C-AS1,ENSG00000264745,23994213,24015339,-1,1,45.12,antisense
TTC39CP1,ENSG00000250627,116193997,116194751,-1,1,37.75,processed_pseudogene
TTC39DP,ENSG00000227238,38763534,38765221,1,1,37.91,unitary_pseudogene
TTC3P1,ENSG00000215105,75740831,75746911,-1,1,40.31,processed_pseudogene
TTC4,ENSG00000243725,54715822,54742657,1,4,42.06,protein_coding
TTC41P,ENSG00000214198,103843749,103930211,-1,7,42.57,transcribed_unitary_pseudogene
TTC4P1,ENSG00000221971,45999621,46000778,-1,1,46.11,processed_pseudogene
TTC5,ENSG00000136319,20256558,20305994,-1,7,39.84,protein_coding
TTC6,ENSG00000139865,37595847,38041442,1,10,37.99,protein_coding
TTC7A,ENSG00000068724,46916157,47076137,1,12,50.88,protein_coding
TTC7B,ENSG00000165914,90524564,90816479,-1,15,46.46,protein_coding
TTC8,ENSG00000165533,88824153,88881078,1,17,36.61,protein_coding
TTC9,ENSG00000133985,70641787,70675360,1,1,45.44,protein_coding
TTC9B,ENSG00000174521,40216058,40218399,-1,2,63.92,protein_coding
TTC9C,ENSG00000162222,62728069,62740293,1,6,47.12,protein_coding
TTF1,ENSG00000125482,132375548,132406851,-1,3,44.83,protein_coding
TTF2,ENSG00000116830,117060303,117107453,1,7,41.16,protein_coding
TTI1,ENSG00000101407,37983007,38033468,-1,6,43.33,protein_coding
TTI2,ENSG00000129696,33473386,33513601,-1,6,42.98,protein_coding
TTK,ENSG00000112742,80003887,80042527,1,11,34.98,protein_coding
TTL,ENSG00000114999,112482154,112541739,1,4,42.38,protein_coding
TTLL1,ENSG00000100271,43039644,43089428,-1,4,51.32,protein_coding
TTLL10,ENSG00000162571,1173884,1197935,1,7,54.75,protein_coding
TTLL10-AS1,ENSG00000205231,1173056,1179555,-1,1,61.03,antisense
TTLL11,ENSG00000175764,121821928,122093606,-1,6,44.23,protein_coding
TTLL11-IT1,ENSG00000237548,121884636,121963719,-1,1,44.54,lincRNA
TTLL12,ENSG00000100304,43166622,43187133,-1,4,58.31,protein_coding
TTLL13P,ENSG00000213471,90249530,90265482,1,6,49.87,protein_coding
TTLL2,ENSG00000120440,167325071,167359503,1,4,43.63,protein_coding
TTLL3,ENSG00000214021,9808086,9855138,1,33,50.19,protein_coding
TTLL4,ENSG00000135912,218710845,218755416,1,21,44.96,protein_coding
TTLL5,ENSG00000119685,75633625,75955078,1,22,40.03,protein_coding
TTLL6,ENSG00000170703,48762235,48817214,-1,9,46.48,protein_coding
TTLL7,ENSG00000137941,83865028,83999150,-1,14,35.53,protein_coding
TTLL7-IT1,ENSG00000233061,83979118,83984300,-1,1,37.82,sense_intronic
TTLL8,ENSG00000138892,50015123,50056935,-1,3,53.91,protein_coding
TTLL9,ENSG00000131044,31870702,31944963,1,13,46.03,protein_coding
TTN,ENSG00000155657,178525989,178830802,-1,17,37.71,protein_coding
TTN-AS1,ENSG00000237298,178521183,178779963,1,71,37.97,antisense
TTPA,ENSG00000137561,63048553,63086053,-1,2,38.43,protein_coding
TTPAL,ENSG00000124120,44475886,44494603,1,5,46.55,protein_coding
TTR,ENSG00000118271,31557010,31599021,1,6,42.48,protein_coding
TTTY1,ENSG00000129845,9753156,9774289,-1,1,46.58,lincRNA
TTTY10,ENSG00000229236,20465668,20519228,-1,2,37.35,lincRNA
TTTY11,ENSG00000180910,8783310,8817382,-1,1,38.87,lincRNA
TTTY12,ENSG00000237048,7804924,7810683,1,1,41.18,lincRNA
TTTY13,"ENSG00000184991, ENSG00000285001",21583600,21594666,-1,1,45.96,lincRNA
TTTY14,ENSG00000176728,18872501,19077416,-1,6,39.9,lincRNA
TTTY15,ENSG00000233864,12662334,12692233,1,3,39.24,lincRNA
TTTY16,ENSG00000225520,7699357,7701247,-1,1,43.42,lincRNA
TTTY17A,ENSG00000228240,22851584,22852715,1,1,42.67,lincRNA
TTTY17B,ENSG00000227439,24485332,24486463,1,1,42.58,lincRNA
TTTY17C,ENSG00000223641,25183643,25184773,-1,1,42.71,lincRNA
TTTY18,ENSG00000233699,8683370,8683878,-1,1,49.31,lincRNA
TTTY19,ENSG00000232419,8704472,8705283,1,1,41.38,lincRNA
TTTY1B,ENSG00000129816,6390431,6411564,1,1,46.57,lincRNA
TTTY2,ENSG00000212855,9740584,9758476,1,1,46.45,lincRNA
TTTY20,ENSG00000232808,9329880,9334832,-1,1,36.89,antisense
TTTY21,ENSG00000228890,9717653,9721296,-1,1,45.53,lincRNA
TTTY21B,ENSG00000237563,6443434,6447077,1,1,45.58,lincRNA
TTTY22,ENSG00000224075,9801153,9813245,1,1,44.23,lincRNA
TTTY23,ENSG00000239225,9910798,9911962,1,1,51.07,lincRNA
TTTY23B,ENSG00000250204,6242446,6245283,-1,2,56.17,transcribed_unprocessed_pseudogene
TTTY25P,ENSG00000259247,22330452,22332500,1,1,50.95,unprocessed_pseudogene
TTTY2B,ENSG00000212856,6406244,6424145,-1,1,46.45,lincRNA
TTTY3,ENSG00000231141,25728490,25733388,1,1,31.92,lincRNA
TTTY3B,ENSG00000280961,23936727,23941622,-1,1,31.94,lincRNA
TTTY4,ENSG00000226906,22936455,22973284,1,1,42.25,lincRNA
TTTY4B,ENSG00000235412,24570202,24607025,1,1,42.24,lincRNA
TTTY4C,ENSG00000228296,25063083,25099892,-1,1,42.25,lincRNA
TTTY5,ENSG00000215560,22296798,22298876,-1,1,50.75,lincRNA
TTTY6,ENSG00000131538,22439593,22441458,-1,1,47.43,lincRNA
TTTY6B,ENSG00000131548,22144966,22146831,1,1,47.43,antisense
TTTY7,ENSG00000147753,6449468,6457906,1,3,47.39,lincRNA
TTTY7B,ENSG00000147761,9706824,9715262,-1,3,47.38,lincRNA
TTTY8,ENSG00000183385,9691100,9693957,1,2,45.8,lincRNA
TTTY8B,ENSG00000185700,6470773,6473630,-1,2,45.8,lincRNA
TTTY9B,ENSG00000131007,18581206,18590521,-1,2,38.47,antisense
TTYH1,"ENSG00000276537, ENSG00000276887, ENSG00000275650, ENSG00000167614","54347370, 54345546, 54423352, 54415219","54369057, 54367221, 54444827, 54436900",1,"18, 11, 17","58.86, 58.66, 58.84",protein_coding
TTYH2,ENSG00000141540,74213514,74262020,1,9,54.47,protein_coding
TTYH3,ENSG00000136295,2631951,2664802,1,7,62.29,protein_coding
TUB,ENSG00000166402,8019244,8106112,1,3,49.43,protein_coding
TUB-AS1,ENSG00000248332,8060038,8069373,1,2,53.01,sense_intronic
TUBA1A,ENSG00000167552,49184796,49189324,-1,9,48.62,protein_coding
TUBA1B,ENSG00000123416,49127782,49131397,-1,8,53.12,protein_coding
TUBA1C,ENSG00000167553,49188736,49274603,1,10,45.2,protein_coding
TUBA3C,ENSG00000198033,19173770,19181852,-1,2,51.06,protein_coding
TUBA3D,ENSG00000075886,131476093,131482934,1,2,52.09,protein_coding
TUBA3E,ENSG00000152086,130191743,130198461,-1,1,51.75,protein_coding
TUBA3FP,ENSG00000161149,21008193,21014292,-1,2,54.66,processed_transcript
TUBA3GP,ENSG00000249680,21065462,21070097,1,1,49.91,unprocessed_pseudogene
TUBA4A,ENSG00000127824,219249711,219278170,-1,10,49.79,protein_coding
TUBA4B,ENSG00000243910,219253243,219272188,1,3,49.65,protein_coding
TUBA8,ENSG00000183785,18110331,18146554,1,5,48.29,protein_coding
TUBAL3,ENSG00000178462,5393098,5404830,-1,2,42.75,protein_coding
TUBAP,ENSG00000237569,23407658,23409128,-1,1,46.97,processed_pseudogene
TUBAP2,"ENSG00000214391, ENSG00000284997","90282560, 90313371","90284172, 90314983",1,1,51.27,processed_pseudogene
TUBAP4,ENSG00000261665,83739784,83740199,1,1,50.96,transcribed_processed_pseudogene
TUBB,"ENSG00000227739, ENSG00000224156, ENSG00000183311, ENSG00000232575, ENSG00000235067, ENSG00000232421, ENSG00000196230, ENSG00000229684","30710059, 30784111, 30709720, 30764859, 30710458, 30712452, 30720201, 30798683","30715284, 30789336, 30714946, 30770084, 30715683, 30717677, 30725426, 30803908",1,4,"53.04, 53.06, 53.07",protein_coding
TUBB1,ENSG00000101162,59019254,59026654,1,1,44.43,protein_coding
TUBB1P1,ENSG00000249726,18386974,18389151,1,1,55.14,unprocessed_pseudogene
TUBB1P2,ENSG00000228578,17516836,17519038,-1,1,55.29,unprocessed_pseudogene
TUBB2A,ENSG00000137267,3153669,3157526,-1,2,56.17,protein_coding
TUBB2B,ENSG00000137285,3224261,3231730,-1,2,56.75,protein_coding
TUBB2BP1,ENSG00000216819,3177044,3179764,-1,1,53,unprocessed_pseudogene
TUBB3,ENSG00000258947,89921392,89938761,1,15,58.5,protein_coding
TUBB3P1,ENSG00000220418,89301783,89303114,1,1,58.71,processed_pseudogene
TUBB3P2,ENSG00000230101,134734898,134735129,-1,1,51.72,processed_pseudogene
TUBB4A,ENSG00000104833,6494319,6502848,-1,13,56.05,protein_coding
TUBB4AP1,ENSG00000228466,123561642,123562966,1,1,58.19,processed_pseudogene
TUBB4B,ENSG00000188229,137241213,137243707,1,2,63.25,protein_coding
TUBB4BP1,ENSG00000255988,25440875,25441052,-1,1,52.25,processed_pseudogene
TUBB4BP2,ENSG00000224802,34109171,34109968,-1,1,53.88,processed_pseudogene
TUBB4BP3,ENSG00000237458,118128748,118129018,1,1,60.52,processed_pseudogene
TUBB4BP4,ENSG00000254961,91949731,91950034,-1,1,50.99,processed_pseudogene
TUBB4BP5,ENSG00000224062,121451541,121451967,1,1,50.82,processed_pseudogene
TUBB4BP6,ENSG00000231166,118763867,118764345,1,1,50.31,processed_pseudogene
TUBB4BP7,ENSG00000217372,152898047,152899280,1,1,52.76,processed_pseudogene
TUBB6,ENSG00000176014,12307669,12344320,1,14,45.6,protein_coding
TUBB7P,"ENSG00000173876, ENSG00000251297, ENSG00000283593, ENSG00000283655","189986501, 189982523","189988849, 189984871",-1,1,60.83,unprocessed_pseudogene
TUBB8,ENSG00000261456,46892,74163,-1,7,43.2,protein_coding
TUBB8P1,ENSG00000229298,21811621,21812347,-1,1,52.41,processed_pseudogene
TUBB8P10,ENSG00000237469,227493029,227495142,-1,1,58.8,unprocessed_pseudogene
TUBB8P11,ENSG00000234711,873292,874349,1,1,55.39,unprocessed_pseudogene
TUBB8P12,ENSG00000173213,47390,49557,-1,2,60.93,protein_coding
TUBB8P2,ENSG00000218896,143436216,143436710,1,1,52.53,processed_pseudogene
TUBB8P3,ENSG00000250307,112077598,112078400,1,1,53.92,processed_pseudogene
TUBB8P4,ENSG00000250788,34164773,34166954,-1,1,56.6,unprocessed_pseudogene
TUBB8P5,ENSG00000254381,38201566,38203792,1,1,56.94,unprocessed_pseudogene
TUBB8P6,ENSG00000224625,242057085,242060242,1,1,53.01,unprocessed_pseudogene
TUBB8P7,ENSG00000261812,90093154,90096354,1,4,56.61,transcribed_unprocessed_pseudogene
TUBB8P8,ENSG00000213113,198119721,198120778,1,1,56.71,unprocessed_pseudogene
TUBB8P9,ENSG00000235827,227506182,227508292,1,1,58.93,unprocessed_pseudogene
TUBBP1,ENSG00000127589,30351873,30353518,1,2,53.58,transcribed_processed_pseudogene
TUBBP10,ENSG00000226147,52994726,52996026,1,1,53.04,processed_pseudogene
TUBBP11,ENSG00000243195,103630661,103630912,1,1,50.4,processed_pseudogene
TUBBP2,ENSG00000214222,41384773,41385183,-1,1,54.5,processed_pseudogene
TUBBP5,ENSG00000159247,138150075,138177433,1,4,43.57,transcribed_unprocessed_pseudogene
TUBBP6,ENSG00000235207,55645620,55646951,1,1,52.48,processed_pseudogene
TUBBP8,ENSG00000259300,29612570,29614274,1,1,51.32,processed_pseudogene
TUBBP9,ENSG00000220586,39934595,40000527,1,2,42.38,transcribed_processed_pseudogene
TUBD1,ENSG00000108423,59859482,59892945,-1,16,45.29,protein_coding
TUBE1,ENSG00000074935,112070777,112087529,-1,11,34.64,protein_coding
TUBG1,ENSG00000131462,42609676,42615234,1,5,53.1,protein_coding
TUBG1P,ENSG00000237972,43918697,43920054,1,1,55.38,processed_pseudogene
TUBG2,ENSG00000037042,42659305,42667006,1,3,51.9,protein_coding
TUBGCP2,ENSG00000130640,133278630,133312337,-1,10,55.72,protein_coding
TUBGCP3,"ENSG00000126216, ENSG00000282003","112485005, 112468853","112588205, 112488558",-1,"8, 3","42.88, 44.29",protein_coding
TUBGCP4,ENSG00000137822,43369221,43409771,1,12,42.65,protein_coding
TUBGCP5,"ENSG00000275835, ENSG00000276856, ENSG00000280807","22983192, 22983146, 23036897","23039673, 23039654",-1,"9, 11, 5","43.36, 43.35, 45.44",protein_coding
TUBGCP6,ENSG00000128159,50217689,50244992,-1,8,56.93,protein_coding
TUFM,ENSG00000178952,28842411,28846408,-1,4,55.48,protein_coding
TUFMP1,ENSG00000265646,27082690,27084036,-1,1,55.31,processed_pseudogene
TUFT1,ENSG00000143367,151540305,151583583,1,7,45.93,protein_coding
TUG1,ENSG00000253352,30969245,30979395,1,20,42.03,bidirectional_promoter_lncRNA
TULP1,ENSG00000112041,35497874,35512938,-1,8,53.76,protein_coding
TULP2,ENSG00000104804,48880965,48898733,-1,6,51.25,protein_coding
TULP3,ENSG00000078246,2877223,2941140,1,8,45,protein_coding
TULP3P1,ENSG00000234267,96941281,96984172,-1,3,38.62,transcribed_processed_pseudogene
TULP4,ENSG00000130338,158232236,158511828,1,7,43.15,protein_coding
TUNAR,ENSG00000250366,95876392,95925571,1,3,47.34,protein_coding
TUSC1,ENSG00000198680,25676389,25678440,-1,1,52.44,protein_coding
TUSC2,ENSG00000114383,50320027,50328251,-1,6,59.39,protein_coding
TUSC3,ENSG00000104723,15417215,15766649,1,13,36.98,protein_coding
TUSC7,ENSG00000243197,116709235,116723581,1,7,35.93,antisense
TUSC8,ENSG00000237361,44400250,44405984,-1,2,49.75,lincRNA
TUT1,ENSG00000149016,62575045,62592177,-1,7,49.09,protein_coding
TUT4,ENSG00000134744,52408282,52553487,-1,21,38.59,protein_coding
TUT7,ENSG00000083223,86287733,86354454,-1,7,37.99,protein_coding
TVP23A,ENSG00000166676,10760919,10818794,-1,12,48.06,protein_coding
TVP23B,ENSG00000171928,18780995,18806714,1,10,41.13,protein_coding
TVP23BP1,ENSG00000259122,26964917,26970385,1,1,43.57,unprocessed_pseudogene
TVP23BP2,ENSG00000108442,74628328,74628942,-1,1,39.51,processed_pseudogene
TVP23C,ENSG00000175106,15502264,15563595,-1,10,42.63,protein_coding
TVP23C-CDRT4,ENSG00000259024,15436021,15563561,-1,4,44.17,protein_coding
TVP23CP1,ENSG00000223584,90631906,90632568,1,1,42.99,processed_pseudogene
TVP23CP2,ENSG00000262470,14200357,14200979,1,1,43.5,processed_pseudogene
TWF1,ENSG00000151239,43793723,43806375,-1,11,34.16,protein_coding
TWF1P1,ENSG00000178082,29203426,29204474,-1,1,39.47,processed_pseudogene
TWF2,ENSG00000247596,52228610,52239260,-1,3,59.9,protein_coding
TWIST1,ENSG00000122691,19020991,19117672,-1,3,37.36,protein_coding
TWIST2,ENSG00000233608,238848032,238910543,1,2,50.48,protein_coding
TWISTNB,ENSG00000105849,19695462,19709087,-1,2,36.3,protein_coding
TWNK,ENSG00000107815,100987367,100994401,1,9,52.35,protein_coding
TWSG1,ENSG00000128791,9334767,9402420,1,3,38.45,protein_coding
TXK,ENSG00000074966,48066393,48134256,-1,6,39.46,protein_coding
TXLNA,ENSG00000084652,32179686,32198285,1,2,50.3,protein_coding
TXLNB,ENSG00000164440,139240061,139292139,-1,2,40.29,protein_coding
TXLNG,ENSG00000086712,16786427,16844519,1,3,42.93,protein_coding
TXLNGY,ENSG00000131002,19567313,19606274,1,14,36.42,transcribed_unprocessed_pseudogene
TXN,ENSG00000136810,110243811,110256640,-1,3,42.28,protein_coding
TXN2,ENSG00000100348,36467036,36482030,-1,5,51.41,protein_coding
TXNDC11,ENSG00000153066,11679080,11742878,-1,9,43.55,protein_coding
TXNDC12,ENSG00000117862,52020131,52056171,-1,5,43.03,protein_coding
TXNDC12-AS1,ENSG00000228369,52050918,52052683,1,1,43.09,antisense
TXNDC15,ENSG00000113621,134873803,134901525,1,10,46.17,protein_coding
